Hole,Depth (c. mbsf ,Core (-R),Section (-W),Interval (top),Interval (bottom),,Achilleadonium biformoides,Achomosphaera alcicornu,Achomosphaera crassipellis,Achomosphaera ramulifera,Hystrichostrogylon membraniphorum,Adnatosphaeridium vitanum,Aiora fenestrata,Alisocysta circumtabulata,Alisocysta chilensis,Alisocysta margarita,Alisocysta reticulata sp. A,Alisocysta reticulata ,Alterbidinium acutulum,Alterbidinium distinctum,Amphidiadema? sp.,Apectodinium homomorphum, Apectodinium hyperacanthum , Apectodinium parvum , Apectodinium quinquelatum , Apectodinium cf Wetz ,Apectodinium spp. (pars.),Apteodinium australiense,Arachnodinium antarcticum,Areoligera spp., Areoligera senonensis ,Batiacasphaera spp. (pars),Batiacasphaera compta,Batiacasphaera sp. c.f. B. cassicula,Brigantedinium spp.,Brigantedinium? blank,Caligodinium spp,Cannosphaeropsis sp.,Carpatella spp,Cassidium fragile,Cassidium filosum,Cerebrocysta bartonensis,Cerebrocysta wr small,Cerebrocysta minima,Cerebrocysta delicata,Cerodinium depressum,Cerodinium indet.,Cerodinium debielii,Cerodijnium depressum,Cerodinium sp. A,Cerodinium sp. A 'small' ,Cerodinium speciosum,Cerodinium striata,Circulodinium compactum,Cleistosphaeridium placacanthum,Cleistosphaeridium polypetellum,Cleistosphaeridium diversispinosum,Cordosphaeridium fibrospinosum,Cordosphaeridium minimum,Corrudinium obscurum,Corrudinium regulare,Corrudinium incompositum,Cribroperidinium spp. ,Damassadinium californicum,Danea crassimurata,Dapsilidinium spp.,Deflandrea antarctica,Deflandrea convexa,Deflandrea cygniformis,Deflandrea denticulata,Deflandrea foveolata,Deflandrea oebisfeldensis,Deflandrea phosphoritica,Deflandrea/ Cerodinium spp. (pars.),Deflandrea sp. A,Deflandrea indet.,Diconodinium sp.,diconodinium psilate large,Diconodinium granulate,Dinopterygium sp. A,Dinogymnium,Diphyes colligerum,Elytrocysta brevis,Elytrocysta druggii,Distatodinium paradoxum,Dracodinium waipawaense,Eocladopyxis spp. (pars),"Eocladopyxis sp. A Bijl et al., 2013",Enneadocysta multicornuta,Enndeadocysta partridgei,Enneadocysta pectiniformis,Enneadocysta cf robusta,Exochosphaeridium bifidum,Fibrocysta bipolaris, Fibrocysta spp. ,Fibrocysta sp. A,Florentinia mantellii,Florentinia reichartii,Froomea,Gelatia inflata,Gerdiocysta spp.,Glaphyrocysta delicata,Glaphyrocysta spp. (pars),Glaphyrocysta ordinata,Glaphyrocysta inticata,Glaphyrocysta divaricata,Glaphyrocysta exuberans,Glaphyrocysta pastielsii,Glaphyrocysta retiintexta,Hafniasphaera septata,Heteraolacocysta spp.,Homotryblium oceanicum,Hemiplacophora semilunifera,Hystiocysta verrucosa,Hystiocysta palla,Homotryblium tasmaniense,Hystrichokolpoma pusillum,Hystrichokolpoma bullatum,Hystrichokolpoma spp. (pars.),Hystrichokolpoma rigaudiae,Hystrichokolpoma spinosum,Hystrichokolpoma truncatum,Hystrichosphaeridium ?truswelliae,Hystrichosphaeridium ?tubiferum,Hystrichosphaeropsis spp.,Impagidinium aculeatum,Impagidinium cassiculum,Impagidinium crassimuratum,Impagidinium dispertitum,Impagidinium maculatum,Impagidinium agremom,Impagidinium paradoxum,Impagidinium parvireticulatum,Impagidinium velorum,Impagidinium victorianum,Impagidinium crouchiae,Impagidinium waipawaensis,Impagidinium spp. (pars.),Impletosphaeridium spp.,Isabellidinium spp.,Kallosphaeridium,Kenleyia spp.,Kisselovia coleothrypta,Kisselovia edwardsii,Lejeunecysta hyalina,Lejeunecysta rotundata,Lentinia serrata,Leptodinium pustulatum,Lingulodinium machaerophorum,Lophocysta spp.,Manumiella spp.,Manumiella seymourensis,Manumiella rotunda,Melitasphaeridium speudorecurvatum,Membranophoridium perforatum,Membranosphaera spp.,Microdinium spp.,microdinium? sp. A,Muratodinium finbriatum,Nelsoniella spp.,Nematosphaeropsis labirinthus,Ochetodinium spp.,Octodinium askiniae,Odontochitina operculata,Oligosperidium spp.,Operculodinium centrocarpum,Operculodinium? sp. A,"Operculodinium sp. A Brinkhuis, 2003",Operculodinium spp. pars.,Palaeocystodinium australinum,Palaeocystodinium golzowense,Palaeoperidinium pyrophorum,Palaeotetradinium minisculum,Pentadinium laticinctum,Phthanoperidinium crenulatum,Phthanoperidinium sp.,Phthanoperidium echinatum,Phthanoperidinium comatum,Phthanoperidnium sp A houben 748,Polysphaeridium spp.,Protoperidinium sp. A,Pyxidinopsis waipawaensis,Pyxidinopsis sp. A,Pyxidinopsis meadensis,Reticulatosphaera actinocoronata,Rhombodinium spp.,Rottnestia borussica,Samlandia delicata,Samlandia septata,Schematophora speciosa,Selenopemphix spp.,Senegalinium sp. A brown,Senegalinium sp. B transparent,Senegalinium/Alterbidium indet.,Senegalinium bicavatum,Senegalinium dilwynense,Senoniasphaera inronata,Spinidinium sp. A,Spinidinium densispinatum,Spinidinium macmurdoense,Spinidinium schellenbergii,Spiniferella cornuta,Spiniferites spp. (pars.),Spiniferites ramosus,Spiniferites sp. A Brinkhuis 2003,Spiniferites sp. B Brinkhuis 2003,Stoveracysta kakanuensis,Stoveracysta ornata,subtilisphaera,Tanyosphaeridium spp.,Tectatodinium,Thalassiphora delicata,Thalassiphora pelagica,Trithyrodinium evittii ,Trithyrodinium vermiculatum?,Turbiosphaera filosa,Turbiosphaera galeata,Vozzhennikovia apertura,Vozzhennikovia angulata,Vozzhennikovia röhliae,Vozzhennikovia stickleyae,Vozzhennkovia netrona,Vozzhennikovia spp. (pars.),Wetzelliella astra,Wetzeliella samlandica,Wilsonidium ornatum,Wilsonidium echinosuturatum,total dinoflagellates,,Impagidinium spp.,Cerebrocysta group,Spiniferites group,Operculodinium spp.,Cordosphaeridium fibrospinosum group,Cleistosphaeridium spp.,Batiacasphaera,Diphyes colligerum,Hystrichosphaeridium spp.,"Elytrocysta, Microdinium spp.",Alisocysta/Schematophora,Hystrichokolpoma,Glaphyrocysta group,Enneadocysta spp.,Wetzeliellioids,Palaeoperidinium pyrrophorum,Palaeocystodinium spp.,Spinidinium spp.,Vozzhennikovia spp.,Deflandrea group,Manumiella spp.,Phthanoperidinium spp,Senegalinium group,Goniodomids,Protoperidinium spp.,other,,,"%Group cf. Frieling & Sluijs, 2018",Spiniferites cpx,Cordosphaeridium cpx,Areoligera cpx,Operculodinium,Lingulodinium,Proximal G-cysts Apical,Proximal G-cysts Precingular,Hystrichosphaeridium,Hystrichokolpoma,Cleistosphaeridium,Epicystal Goniodomids,Impagidinium,Florentinia reichartii,Diphyes,Apectodinium,Hafniasphaera,Senegalinium (inclusive),Senegalinium (exclusive),"Phth, Spini & Vozz.",Cerodinium & Deflandrea,Protoperidinioids,Hex-P,Thermophiles,Open Marine,Octodinium askinae,SUM,%endemic,acritarchs,bisaccate,nothofagus,other pollen,spores,sporomorphs unspecified,T/T+M
1172D,698.61,24,5,12,14,PKB,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,5,79,,,,,,,,,,,,1,,,,,,,,,,30,3,5,1,,2,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,140,,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,79,5,2,0,2,0,0,40,0,1,2,,,,2.86,0.00,0.71,1.43,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.43,30.00,28.57,1.43,0.71,32.14,0.00,4.29,0.00,39,0,7,,,,,21,0.13
1172D,698.79,24,5,30,32,PKB,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,10,74,,,,,,,,,,,,5,,,,,,,,,,25,2,1,2,,2,,,,9,,,,,,,1,,,,4,,,,,,,,,,,,,,145,,0,5,9,3,0,0,0,0,1,0,2,0,0,0,0,74,10,2,0,3,0,0,30,0,0,6,,,,6.21,0.00,1.38,2.07,0.00,0.00,3.45,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.14,22.07,20.69,2.07,0.00,24.14,0.00,8.28,0.00,38,0,20,,,,,55,0.28
1172D,698.85,24,5,36,38,PKB,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,4,140,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,1,4,,,,,,,,,,,2,,,,,,,,,,,,,,174,,2,0,5,1,0,0,0,0,0,0,2,0,0,0,0,140,4,0,0,5,1,0,12,0,0,2,,,,2.87,0.00,0.57,0.57,0.00,0.57,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.00,10.34,7.47,5.75,2.87,0.00,10.34,0.00,4.60,0.00,16,0,1,,,,,42,0.19
1172D,698.89,24,5,40,42,PKB,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,10,,,,,,,,,,,,,,,1,,2,,,10,48,,,,,,,,,,,,,,,,,,,,,,12,,,1,,,,,,4,,1,,,,,,,,,1,,,,,,,,,,,,,,113,,3,1,5,3,1,0,0,0,1,0,5,0,0,0,0,48,10,0,0,9,10,0,16,0,0,1,,,,4.42,0.88,0.88,2.65,0.00,3.54,0.88,0.88,0.00,0.00,0.00,2.65,0.00,0.00,0.00,0.00,30.97,23.01,10.62,7.96,0.00,30.97,0.00,9.73,0.00,48,0,40,,,,,135,0.54
1172D,698.93,24,5,44,46,PKB,,,,,,,,1,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,1,,,5,,,10,12,,,,,,,,,,,,1,,,,,,,,,,20,,,,,1,,,,6,,,,,,,6,,,,1,,,,,,,,,,,,,,146,,0,1,6,5,0,0,0,0,1,0,7,0,0,0,0,12,10,1,0,7,62,0,26,0,0,8,,,,4.11,0.00,0.00,3.42,0.00,4.79,0.68,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.75,60.96,14.38,4.79,0.00,65.75,0.00,7.53,0.00,80,0,45,,,,,200,0.58
1172D,698.96,24,5,47,49,PKB,,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,68,,,,,,,,,,,,,,1,,,1,,,10,10,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,4,,4,,,,,1,,,,,,,,,,,,,,,,,,154,,1,0,8,1,0,0,0,0,0,0,1,0,0,0,0,10,10,0,0,14,68,0,38,1,0,2,,,,5.19,0.00,0.00,0.65,0.00,0.65,0.00,0.65,0.00,0.00,0.65,0.65,0.00,0.00,0.00,0.00,77.92,68.83,12.99,9.09,0.00,77.92,0.65,6.49,0.00,86,0,40,,,,,220,0.59
1172D,699.20,24,5,71,73,PKB,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,20,,,,,,,,,,,,,,,1,,8,,,8,1,,,,,,,,,,,,,,,,,,,,,,25,,,,,1,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,100,,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,5,20,0,49,1,0,0,,,,5.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,75.00,70.00,26.00,5.00,0.00,75.00,1.00,15.00,0.00,91,0,80,,,,,245,0.71
1172D,699.90,24,5,140,142,PKB,,,,,,,,,,,,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,2,,12,,,9,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,112,,0,0,9,14,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,27,0,51,0,0,0,,,,8.04,0.00,0.00,12.50,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.54,69.64,13.39,0.89,0.00,70.54,0.00,20.54,0.00,92,0,20,,,,,70,0.38
1172D,700.48,24,6,60,62,PKB,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,1,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,141,,0,0,2,5,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,9,75,0,42,0,0,0,,,,1.42,0.00,0.00,3.55,0.00,0.71,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.36,82.98,25.53,6.38,0.00,89.36,0.00,4.96,0.00,96,0,29,,,,,206,0.59
1172D,701.46,24,7,10,12,PKB,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,9,,,,,,,,,,25,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,186,,2,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,113,0,41,9,0,2,,,,1.08,0.00,0.00,0.00,0.00,0.54,4.84,0.00,0.00,0.00,4.84,1.08,0.00,0.00,0.00,0.00,83.87,82.80,13.44,1.08,0.00,83.87,4.84,2.15,0.00,96,0,30,12,5,7,42,,0.26
1172D,701.70,24,CC,0,2,PKB,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,2,,,,,,100,,,,,,,,,,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,131,,1,0,8,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,100,0,6,0,2,0,,,,6.11,0.00,0.00,3.82,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,85.50,80.92,2.29,4.58,1.53,87.02,0.00,10.69,0.00,98,0,3,,,,,28,0.18
1172D,702.58,25,1,60,62,PKB,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,1,1,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,49,,0,0,4,6,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,24,0,7,0,0,1,,,,8.16,0.00,0.00,12.24,0.00,4.08,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.35,63.27,8.16,4.08,0.00,67.35,0.00,20.41,0.00,94,0,9,,,,,80,0.62
1172D,704.06,25,2,60,62,PKB,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,27,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,28,,,,,,,,,,,,15,,,,3,,,,,,,,,,,,,,,,,,200,,1,1,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,27,0,138,0,1,3,,,,7.50,0.00,0.00,1.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,87.50,82.50,14.00,5.00,0.50,88.00,0.00,9.50,0.00,99,0,105,8,3,5,15,,0.13
1172D,704.66,25R,2W,120,122,PKB,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,38,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,72,,0,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,4,14,0,40,0,0,0,,,,6.94,0.00,0.00,0.00,0.00,2.78,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.56,75.00,55.56,5.56,0.00,80.56,0.00,6.94,0.00,94,0,33,4,0,7,5,,0.18
1172D,705.56,25,3,60,62,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,58,,,,,,,,,,,,,1,,,,,,,9,,,,,,,,,,,7,,8,,,,,,,,,,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,135,,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,58,0,39,0,2,1,,,,3.70,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,75.56,71.85,12.59,3.70,1.48,77.04,0.00,4.44,0.00,93,0,65,10,3,9,27,,0.27
1172D,706.15,25R,3W,120,122,PKB,,,,,,,,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,72,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,1,,,,,,,,,,,,,,116,,1,1,30,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,73,0,3,0,0,2,,,,25.86,0.00,0.00,0.00,0.00,1.72,0.86,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,66.38,66.38,0.86,0.00,0.00,66.38,0.00,26.72,0.00,96,0,28,26,0,24,43,,0.44
1172D,707.08,25,4,60,62,PKB,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,80,,1,0,5,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,50,0,12,3,0,0,,,,6.25,0.00,0.00,2.50,0.00,3.75,0.00,0.00,0.00,0.00,3.75,1.25,0.00,0.00,0.00,0.00,78.75,77.50,12.50,1.25,0.00,78.75,3.75,10.00,0.00,96,0,9,,,,,22,0.22
1172D,708.58,25,5,60,62,PKB,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,10,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,191,,1,30,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,0,33,3,0,0,,,,3.14,0.00,0.00,0.00,0.00,0.52,15.71,0.00,0.00,0.00,1.57,0.52,0.00,0.00,0.00,0.00,78.53,78.53,5.24,0.00,0.00,78.53,1.57,3.66,0.00,100,0,50,6,0,5,38,,0.20
1172D,709.16,25R,5W,118,120,PKB,,,,,,,,1,,1,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,42,,,,,,,,,9,,,1,,,,,,,,,,,,,,,,,,,,,,104,,0,2,10,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,33,0,47,3,0,1,,,,9.62,0.00,0.00,0.96,0.00,1.92,1.92,0.00,0.00,0.00,2.88,0.00,0.00,0.00,0.00,0.00,77.88,76.92,40.38,0.96,0.00,77.88,2.88,10.58,0.00,95,0,25,28,3,32,113,,0.63
1172D,710.06,25,6,60,62,PKB,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,34,,,,,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,164,,0,36,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,35,0,54,25,1,0,,,,3.05,0.00,0.00,0.00,0.00,2.44,21.95,0.00,0.00,0.00,15.24,0.00,0.00,0.00,0.00,0.00,56.71,54.27,2.44,2.44,0.61,57.32,15.24,3.05,0.00,100,0,20,20,2,1,15,,0.19
1172D,710.66,25R,6W,120,122,PKB,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,11,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,20,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,5,,,,,,,,,,30,,,,,,,,,6,,,,,,,1,,,,,,,,,,,,,,,,,,192,,0,6,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,125,0,41,4,0,1,,,,3.13,0.00,0.00,0.00,0.00,1.56,3.13,0.00,0.00,0.00,2.08,0.00,0.00,0.00,0.00,0.00,88.02,86.46,15.63,1.56,0.00,88.02,2.08,3.13,0.00,98,0,90,12,0,15,100,,0.40
1172D,711.04,25R,7W,8,10,PKB,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,23,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,162,,0,43,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,29,0,75,1,0,0,,,,1.85,0.00,0.00,0.00,0.00,3.70,26.54,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,67.28,64.20,14.20,3.09,0.00,67.28,0.62,1.85,0.00,100,0,15,10,0,2,28,,0.20
1172D,711.83,25,CC,14,16,PKB,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,1,,,,,1,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,122,,0,0,17,14,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,50,0,34,3,0,0,,,,13.93,0.00,0.00,11.48,0.00,1.64,0.00,0.00,0.00,0.00,2.46,0.00,0.00,0.00,0.00,0.00,69.67,68.85,3.28,0.82,0.00,69.67,2.46,25.41,0.00,99,0,36,,,,,37,0.23
1172D,711.93,26R,1W,10,12,PKB,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,29,,,,,,,,,,25,,,,,,,,,6,,,,,,,1,,1,,,,,,,,,,,,,,,,162,,2,29,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,0,75,0,0,1,,,,3.70,0.62,0.00,0.00,0.00,0.00,17.90,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,74.07,74.07,15.43,0.00,0.00,74.07,0.00,4.94,0.00,98,0,95,19,0,7,78,,0.39
